timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len
32768.0,24.39459729194641,59.0,10.0,2.75,0.0,246.0,99.65,19.0
65536.0,46.80306339263916,129.0,10.0,2.5,0.0,511.0,242.725,40.0
98304.0,69.869943857193,182.0,10.0,3.5,0.0,682.0,277.825,20.0
131072.0,94.4373254776001,264.0,10.0,2.25,0.0,1000.0,634.975,37.0
163840.0,118.34471940994263,325.0,10.0,1.75,0.0,1000.0,375.7,25.0
196608.0,140.5406002998352,385.0,10.0,2.25,0.0,1000.0,365.125,20.0
229376.0,162.5111997127533,442.0,10.0,2.5,0.0,1000.0,502.825,43.0
262144.0,184.67870116233826,522.0,10.0,2.5,0.0,1000.0,438.775,23.0
294912.0,207.67219352722168,611.0,10.0,3.0,0.0,1000.0,388.325,25.0
327680.0,230.2467486858368,686.0,10.0,2.25,0.0,1000.0,378.15,25.0
360448.0,252.69701743125916,737.0,10.0,1.75,0.0,1000.0,481.45,27.0
393216.0,275.73857831954956,816.0,10.0,1.75,0.0,1000.0,386.5,19.0
425984.0,298.0022873878479,896.0,10.0,2.75,0.0,1000.0,392.35,20.0
458752.0,320.3799719810486,957.0,10.0,1.25,0.0,1000.0,567.925,56.0
491520.0,343.2194538116455,1026.0,10.0,1.25,0.0,1000.0,487.8,43.0
524288.0,366.0021405220032,1085.0,10.0,1.25,0.0,1000.0,490.35,7.0
557056.0,388.75268816947937,1157.0,10.0,2.25,0.0,1000.0,465.5,6.0
589824.0,410.8903489112854,1232.0,10.0,3.25,0.0,1000.0,532.125,42.0
622592.0,433.1258633136749,1308.0,10.0,2.25,0.0,1000.0,468.15,27.0
655360.0,456.02805352211,1374.0,10.0,2.25,0.0,1000.0,448.75,23.0
688128.0,478.25241136550903,1450.0,10.0,1.5,0.0,1000.0,382.475,20.0
720896.0,500.38827896118164,1513.0,10.0,2.5,0.0,1000.0,539.575,58.0
753664.0,522.4625134468079,1571.0,10.0,1.0,0.0,1000.0,566.925,29.0
786432.0,544.6568121910095,1632.0,10.0,1.5,0.0,1000.0,558.825,23.0
819200.0,566.7544357776642,1689.0,10.0,2.25,0.0,1000.0,530.65,20.0
851968.0,588.8623065948486,1756.0,10.0,2.25,0.0,1000.0,666.55,38.0
884736.0,611.0202975273132,1817.0,10.0,2.25,0.0,1000.0,421.6,23.0
917504.0,633.2992153167725,1889.0,10.0,1.5,0.0,1000.0,470.15,19.0
950272.0,655.4250440597534,1962.0,10.0,2.25,0.0,1000.0,418.75,23.0
983040.0,677.5783817768097,2041.0,10.0,2.5,0.0,1000.0,490.875,19.0
1015808.0,699.7375290393829,2106.0,10.0,1.5,0.0,1000.0,484.6,20.0
1048576.0,721.9877097606659,2190.0,10.0,3.5,0.0,1000.0,413.45,25.0
1081344.0,744.1245923042297,2271.0,10.0,3.25,0.0,1000.0,323.2,20.0
1114112.0,766.1746413707733,2347.0,10.0,2.0,0.0,1000.0,505.625,38.0
1146880.0,788.1602094173431,2404.0,10.0,1.5,0.0,1000.0,474.9,19.0
1179648.0,810.3556532859802,2474.0,10.0,2.0,0.0,1000.0,439.85,19.0
1212416.0,832.4426672458649,2556.0,10.0,3.0,0.0,1000.0,407.05,19.0
1245184.0,854.5429272651672,2630.0,10.0,1.5,0.0,1000.0,562.525,43.0
1277952.0,876.5585243701935,2691.0,10.0,1.5,0.0,1000.0,458.85,18.0
1310720.0,898.680294752121,2763.0,10.0,1.75,0.0,1000.0,433.1,28.0
1343488.0,920.7937068939209,2828.0,10.0,1.5,0.0,1000.0,515.5,23.0
1376256.0,942.8180928230286,2896.0,10.0,2.5,0.0,1000.0,570.15,21.0
1409024.0,965.02525639534,2969.0,10.0,2.5,0.0,1000.0,503.25,22.0
1441792.0,987.1424794197083,3041.0,10.0,2.75,0.0,1000.0,414.8,21.0
1474560.0,1009.2677383422852,3104.0,10.0,2.25,0.0,1000.0,463.575,19.0
