timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len
32768.0,10.518867492675781,75.0,10.0,8.25,0.0,250.0,125.4,15.0
65536.0,18.58681607246399,186.0,10.0,8.25,0.0,506.0,229.1,17.0
98304.0,26.55940270423889,352.0,10.0,6.25,0.0,738.0,225.575,18.0
131072.0,34.570886850357056,586.0,10.0,7.25,0.0,1000.0,237.775,26.0
163840.0,42.59767293930054,866.0,10.0,7.75,0.0,352.0,88.25,17.0
196608.0,50.544111013412476,1134.0,10.0,6.5,0.0,355.0,88.175,22.0
229376.0,58.50489258766174,1420.0,10.0,6.75,0.0,1000.0,98.575,19.0
262144.0,66.43201470375061,1674.0,10.0,5.5,0.0,1000.0,161.6,16.0
294912.0,74.47809267044067,1915.0,10.0,6.5,0.0,1000.0,128.5,16.0
327680.0,82.42054462432861,2189.0,10.0,6.5,0.0,1000.0,131.0,14.0
360448.0,90.37171745300293,2450.0,10.0,6.25,0.0,1000.0,93.175,15.0
393216.0,98.41281461715698,2706.0,10.0,6.5,0.0,1000.0,107.075,11.0
425984.0,106.42515802383423,3042.0,10.0,6.75,0.0,1000.0,95.65,13.0
458752.0,114.40081477165222,3470.0,10.0,6.75,0.0,1000.0,136.7,15.0
491520.0,122.36903095245361,3953.0,10.0,7.25,0.0,1000.0,133.425,14.0
524288.0,130.3718819618225,4443.0,10.0,7.0,0.0,299.0,51.425,15.0
557056.0,138.42230415344238,4952.0,10.0,8.5,0.0,721.0,77.025,14.0
589824.0,146.42958235740662,5522.0,10.0,7.5,0.0,307.0,63.225,13.0
622592.0,154.45746970176697,6123.0,10.0,8.75,0.0,216.0,37.65,14.0
655360.0,162.42357969284058,6728.0,10.0,7.75,0.0,1000.0,89.25,15.0
688128.0,170.47958493232727,7388.0,10.0,8.5,0.0,164.0,34.075,14.0
720896.0,178.56989908218384,8011.0,10.0,8.0,0.0,175.0,38.6,17.0
753664.0,186.67000198364258,8656.0,10.0,9.0,0.0,377.0,47.525,15.0
786432.0,194.7560760974884,9272.0,10.0,8.75,0.0,248.0,38.325,14.0
