timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len
32768.0,26.015771627426147,228.0,10.0,8.25,0.0,251.0,65.7,14.0
65536.0,48.73053336143494,361.0,10.0,7.25,0.0,470.0,141.65,20.0
98304.0,71.4936010837555,475.0,10.0,7.5,0.0,451.0,102.1,14.0
131072.0,95.9645185470581,602.0,10.0,5.5,0.0,1000.0,335.225,15.0
163840.0,120.20506763458252,739.0,10.0,6.0,0.0,1000.0,250.025,17.0
196608.0,142.71543741226196,883.0,10.0,7.5,0.0,1000.0,236.4,12.0
229376.0,165.03722524642944,1038.0,10.0,7.75,0.0,1000.0,190.425,17.0
262144.0,187.41419315338135,1174.0,10.0,6.5,0.0,1000.0,247.025,18.0
294912.0,209.7980921268463,1298.0,10.0,6.5,0.0,1000.0,228.3,18.0
327680.0,232.36486959457397,1439.0,10.0,7.25,0.0,1000.0,215.7,17.0
360448.0,255.42434573173523,1599.0,10.0,6.25,0.0,1000.0,297.15,18.0
393216.0,277.81478667259216,1743.0,10.0,7.75,0.0,1000.0,175.1,14.0
425984.0,300.27700686454773,1894.0,10.0,6.75,0.0,1000.0,183.275,14.0
458752.0,322.6731779575348,2032.0,10.0,5.0,0.0,1000.0,306.375,15.0
491520.0,345.0829141139984,2181.0,10.0,6.5,0.0,1000.0,254.3,15.0
524288.0,367.5179166793823,2325.0,10.0,6.75,0.0,1000.0,245.375,17.0
557056.0,389.97589468955994,2463.0,10.0,7.5,0.0,1000.0,167.625,11.0
589824.0,412.70321583747864,2620.0,10.0,5.0,0.0,1000.0,326.05,16.0
622592.0,435.1300880908966,2745.0,10.0,7.5,0.0,1000.0,178.725,19.0
655360.0,457.5302059650421,2897.0,10.0,7.0,0.0,1000.0,200.85,15.0
688128.0,479.8636898994446,3060.0,10.0,7.0,0.0,1000.0,208.1,18.0
720896.0,502.2280869483948,3197.0,10.0,6.25,0.0,1000.0,159.075,14.0
753664.0,524.579683303833,3324.0,10.0,5.75,0.0,1000.0,300.675,13.0
786432.0,547.0077855587006,3454.0,10.0,6.75,0.0,1000.0,251.525,17.0
819200.0,569.3899641036987,3578.0,10.0,6.25,0.0,1000.0,255.575,6.0
